,airline,departure_time,stops,class,duration,days_left,price
257073,Vistara,Early_Morning,one,Business,5.58,20,37985
176009,Indigo,Night,zero,Economy,2.25,47,3298
99945,Vistara,Early_Morning,one,Economy,9.67,34,6568
178931,Air_India,Morning,one,Economy,7.67,32,4229
153337,Vistara,Night,one,Economy,16.92,10,10018
195614,Air_India,Morning,one,Economy,13.75,25,3048
74198,AirAsia,Early_Morning,two_or_more,Economy,12.75,29,2105
264106,Vistara,Early_Morning,two_or_more,Business,14.08,4,72783
85852,GO_FIRST,Evening,one,Economy,4.83,11,10732
48871,GO_FIRST,Early_Morning,zero,Economy,2.17,31,2463
179702,Vistara,Night,one,Economy,11.25,40,6287
1075,Air_India,Morning,one,Economy,7.25,7,14176
35132,Air_India,Morning,one,Economy,11.75,48,4209
256569,Vistara,Evening,one,Business,13.42,12,37985
237646,Air_India,Evening,one,Business,25.17,45,49725
156025,Air_India,Early_Morning,one,Economy,6.92,30,7047
206171,Vistara,Afternoon,two_or_more,Economy,23.75,43,6032
286542,Vistara,Afternoon,one,Business,7.0,28,41314
2482,Vistara,Early_Morning,one,Economy,15.42,14,13095
234847,Air_India,Night,one,Business,21.67,11,49725
82796,Air_India,Evening,one,Economy,25.0,40,4417
151380,Air_India,Evening,one,Economy,15.67,36,7763
94997,Vistara,Morning,zero,Economy,1.92,8,5284
6044,Air_India,Early_Morning,one,Economy,9.75,31,3501
86192,GO_FIRST,Morning,one,Economy,6.58,13,7487
198913,Indigo,Afternoon,zero,Economy,2.33,14,5042
135395,Air_India,Night,one,Economy,13.67,48,6048
172645,Vistara,Afternoon,one,Economy,20.17,19,5960
290525,Vistara,Night,one,Business,19.42,5,57505
260375,Vistara,Night,one,Business,19.17,32,60396
112071,Air_India,Morning,one,Economy,12.08,22,5603
41757,AirAsia,Morning,one,Economy,5.5,42,1998
217382,Air_India,Afternoon,one,Business,28.08,24,57405
24960,Air_India,Evening,one,Economy,14.83,29,4345
267770,Vistara,Morning,one,Business,12.42,9,71058
235846,Air_India,Early_Morning,one,Business,6.5,23,49725
256428,Air_India,Early_Morning,one,Business,17.42,9,56476
226121,Vistara,Morning,one,Business,12.08,13,41269
252772,Vistara,Early_Morning,one,Business,14.83,49,54684
228546,Air_India,Morning,one,Business,11.0,36,37888
218745,Air_India,Evening,one,Business,18.33,44,53209
234939,Air_India,Night,one,Business,21.67,12,49725
179290,Air_India,Night,one,Economy,12.08,36,4229
10971,SpiceJet,Morning,one,Economy,25.67,7,7425
112443,Vistara,Evening,one,Economy,17.83,25,5322
150178,AirAsia,Morning,one,Economy,7.75,25,3961
210975,Air_India,Early_Morning,zero,Business,2.08,41,22152
113833,Air_India,Morning,one,Economy,24.58,36,5586
199488,Indigo,Afternoon,zero,Economy,2.33,19,4656
275409,Vistara,Morning,one,Business,11.25,14,55347
218850,Air_India,Evening,zero,Business,2.25,46,27976
299627,Vistara,Night,one,Business,22.83,38,51457
52183,Air_India,Early_Morning,one,Economy,9.92,46,6169
232730,Air_India,Morning,one,Business,10.08,33,54608
157235,SpiceJet,Evening,one,Economy,26.92,39,10121
159422,Air_India,Morning,one,Economy,23.42,9,11829
27196,Indigo,Afternoon,one,Economy,5.83,41,3754
2474,Vistara,Morning,one,Economy,11.17,14,12150
164317,Vistara,Afternoon,zero,Economy,1.58,41,3646
228488,Vistara,Early_Morning,one,Business,6.67,35,53152
41644,Air_India,Afternoon,one,Economy,20.42,41,3988
73969,Vistara,Evening,one,Economy,18.08,27,4464
90303,GO_FIRST,Morning,one,Economy,8.42,32,4028
157215,Vistara,Afternoon,one,Economy,9.0,39,6292
103403,GO_FIRST,Morning,one,Economy,15.42,7,5177
59313,Air_India,Early_Morning,one,Economy,17.17,37,6502
154669,AirAsia,Afternoon,one,Economy,7.92,21,2228
124862,Indigo,Afternoon,one,Economy,6.17,34,4439
95465,Vistara,Early_Morning,zero,Economy,1.58,11,5179
172841,GO_FIRST,Early_Morning,one,Economy,11.25,21,4613
135525,Vistara,Early_Morning,one,Economy,14.83,49,6067
69213,Vistara,Afternoon,two_or_more,Economy,7.33,43,7768
261259,Vistara,Early_Morning,one,Business,12.25,49,60396
279482,Vistara,Evening,one,Business,14.25,36,64890
186007,Indigo,Morning,two_or_more,Economy,9.17,40,2103
147526,Indigo,Early_Morning,one,Economy,6.25,45,3401
90391,Air_India,Morning,one,Economy,14.58,32,5568
203859,Indigo,Evening,one,Economy,4.17,16,5352
30162,Air_India,Early_Morning,one,Economy,14.58,13,10155
12909,AirAsia,Evening,one,Economy,8.75,17,3090
138191,Indigo,Early_Morning,one,Economy,6.5,21,4284
51111,Vistara,Morning,one,Economy,11.42,41,6122
245852,Vistara,Evening,one,Business,6.5,15,42521
38877,Air_India,Early_Morning,one,Economy,27.92,25,3988
3418,Vistara,Morning,zero,Economy,2.33,19,3100
223673,Air_India,Evening,one,Business,14.92,30,45257
94247,Air_India,Early_Morning,one,Economy,13.83,2,20929
283522,Vistara,Night,one,Business,12.0,13,63579
52692,Vistara,Early_Morning,zero,Economy,2.17,49,3024
107398,Vistara,Morning,one,Economy,7.33,34,6271
276816,Vistara,Night,one,Business,12.08,41,54115
280041,Air_India,Afternoon,one,Business,20.83,45,45883
264368,Vistara,Night,one,Business,17.58,8,56991
35440,Indigo,Morning,one,Economy,5.42,2,7950
151213,Indigo,Afternoon,one,Economy,6.08,35,4596
70029,Indigo,Afternoon,one,Economy,6.92,48,5125
39508,AirAsia,Night,one,Economy,12.92,29,1998
53722,Air_India,Early_Morning,one,Economy,16.17,7,9201
271601,Vistara,Early_Morning,one,Business,12.75,30,52175
295308,Vistara,Night,one,Business,12.33,38,44144
246121,Vistara,Evening,one,Business,14.17,18,50361
140991,Vistara,Night,one,Economy,15.42,39,8111
193128,Air_India,Morning,one,Economy,33.33,43,7127
251634,Air_India,Early_Morning,zero,Business,1.83,36,20760
72594,GO_FIRST,Night,one,Economy,10.83,18,3916
245241,Vistara,Evening,one,Business,14.17,7,56073
38593,Indigo,Early_Morning,one,Economy,6.33,23,6205
98991,Indigo,Morning,one,Economy,5.08,29,5178
121994,Indigo,Afternoon,one,Economy,6.33,17,6977
77250,Air_India,Evening,one,Economy,17.92,49,4173
38860,Air_India,Evening,one,Economy,11.33,25,3988
79577,Vistara,Evening,one,Economy,22.75,18,5033
217150,Vistara,Early_Morning,zero,Business,2.08,21,39736
197398,Vistara,Morning,one,Economy,23.08,45,4755
91377,Air_India,Early_Morning,one,Economy,7.33,37,4094
27922,Vistara,Early_Morning,zero,Economy,2.08,45,4000
67797,GO_FIRST,Night,one,Economy,10.0,36,5310
76643,Indigo,Evening,zero,Economy,1.67,45,2901
141283,Air_India,Early_Morning,one,Economy,17.17,41,7474
192230,Vistara,Early_Morning,one,Economy,12.17,37,4393
249968,Air_India,Morning,one,Business,11.75,17,54684
284826,Vistara,Morning,one,Business,12.42,39,51819
59781,Air_India,Night,one,Economy,25.5,40,3885
229878,Air_India,Early_Morning,one,Business,9.92,48,53152
144166,Air_India,Evening,zero,Economy,2.25,17,6006
279587,Vistara,Early_Morning,one,Business,16.0,38,52570
233300,Vistara,Morning,one,Business,8.25,39,69168
36890,Vistara,Morning,one,Economy,12.75,13,11520
103442,Vistara,Evening,one,Economy,23.92,7,13258
258015,Vistara,Evening,one,Business,17.75,34,56588
227248,Air_India,Morning,one,Business,26.08,24,32634
58546,Vistara,Morning,one,Economy,10.0,33,6450
271721,Air_India,Night,one,Business,14.0,32,52063
90858,AirAsia,Early_Morning,one,Economy,6.92,35,2723
88796,GO_FIRST,Morning,one,Economy,5.75,25,4028
83350,Vistara,Morning,one,Economy,14.0,44,4663
287338,Vistara,Afternoon,one,Business,9.83,43,79349
275773,Vistara,Afternoon,one,Business,6.83,21,55347
164540,Air_India,Evening,one,Economy,16.83,42,4363
142567,Indigo,Morning,one,Economy,7.5,2,12684
221257,Air_India,Early_Morning,one,Business,16.42,39,47408
253964,Air_India,Evening,one,Business,19.17,19,60508
209633,Air_India,Morning,zero,Business,2.17,29,22152
155649,Indigo,Night,zero,Economy,2.25,28,2694
31218,Air_India,Early_Morning,one,Economy,14.42,21,4940
145542,GO_FIRST,Early_Morning,one,Economy,9.67,28,6488
248062,Vistara,Evening,one,Business,14.17,42,50361
250990,Vistara,Early_Morning,one,Business,14.25,28,69244
66724,Indigo,Afternoon,one,Economy,8.25,30,5843
180508,Vistara,Night,zero,Economy,2.83,2,9243
198650,Vistara,Early_Morning,one,Economy,11.17,11,12408
86841,Vistara,Early_Morning,one,Economy,25.08,16,4462
222680,Vistara,Evening,one,Business,24.92,14,60232
219025,Vistara,Night,one,Business,12.0,48,65529
82526,Air_India,Early_Morning,one,Economy,24.92,38,6297
36503,Indigo,Evening,one,Economy,10.42,11,7950
194615,Vistara,Early_Morning,one,Economy,13.92,13,9105
203993,Vistara,Morning,one,Economy,22.92,17,10478
151100,Indigo,Evening,one,Economy,7.58,34,3015
228746,Vistara,Afternoon,zero,Business,2.25,38,34460
156644,Vistara,Early_Morning,one,Economy,12.83,35,5823
297887,Air_India,Early_Morning,one,Business,28.92,45,55377
57184,Indigo,Early_Morning,one,Economy,5.5,26,4284
186415,GO_FIRST,Afternoon,one,Economy,6.42,42,4827
248877,Vistara,Evening,one,Business,19.17,4,81788
115301,Vistara,Morning,two_or_more,Economy,36.5,47,8806
133008,Air_India,Night,one,Economy,21.5,35,5102
133351,Indigo,Morning,zero,Economy,3.0,37,4499
155525,GO_FIRST,Morning,one,Economy,8.67,27,4126
91454,Indigo,Night,one,Economy,4.83,37,5967
164276,Air_India,Evening,two_or_more,Economy,23.83,40,7496
63269,Vistara,Night,one,Economy,12.67,12,9879
171989,Indigo,Morning,one,Economy,5.42,14,5293
32550,Vistara,Afternoon,one,Economy,5.42,30,5772
229296,Air_India,Evening,one,Business,24.75,43,39610
233388,Vistara,Morning,one,Business,10.75,40,66928
206288,Indigo,Morning,zero,Economy,1.17,45,1551
259457,Vistara,Morning,one,Business,13.58,15,44280
239914,Vistara,Afternoon,one,Business,5.25,28,58125
91669,Air_India,Early_Morning,one,Economy,17.42,38,6818
59573,Indigo,Early_Morning,one,Economy,5.5,39,2124
189614,Vistara,Early_Morning,one,Economy,14.33,18,5037
193155,AirAsia,Morning,one,Economy,13.33,44,1830
144134,Indigo,Early_Morning,zero,Economy,2.25,17,3129
151886,Indigo,Evening,one,Economy,5.33,42,3015
159625,GO_FIRST,Morning,one,Economy,9.75,11,4452
33712,Vistara,Afternoon,one,Economy,6.67,38,6076
114028,AirAsia,Afternoon,zero,Economy,1.08,38,1714
256654,Vistara,Morning,one,Business,10.17,13,56588
207525,Air_India,Early_Morning,zero,Business,2.17,10,22152
213835,Vistara,Night,zero,Business,2.67,25,32859
112614,Air_India,Night,one,Economy,23.58,26,6200
233523,Air_India,Early_Morning,one,Business,9.17,42,54608
122631,Indigo,Afternoon,one,Economy,5.42,21,4663
183293,AirAsia,Evening,one,Economy,6.17,23,2477
130762,Air_India,Early_Morning,one,Economy,14.58,22,6048
115324,Indigo,Evening,one,Economy,6.75,48,1694
38522,Air_India,Early_Morning,one,Economy,24.33,23,3988
64097,Vistara,Night,one,Economy,11.67,16,9529
275314,Vistara,Early_Morning,zero,Business,2.17,13,24234
104705,Vistara,Early_Morning,one,Economy,27.0,16,6534
144961,Vistara,Morning,one,Economy,9.67,23,9824
145255,Vistara,Morning,one,Economy,23.42,26,5632
15897,Air_India,Afternoon,one,Economy,28.0,30,4230
173965,Air_India,Evening,one,Economy,16.75,30,5209
261244,Vistara,Evening,one,Business,14.42,49,44280
15719,Vistara,Morning,one,Economy,12.08,29,4896
83588,Indigo,Morning,zero,Economy,2.08,46,3000
250589,Air_India,Afternoon,one,Business,8.25,24,54684
181129,Indigo,Afternoon,one,Economy,8.67,8,7877
221476,Air_India,Afternoon,one,Business,9.08,43,47408
91516,AirAsia,Afternoon,one,Economy,9.33,38,3467
215232,Vistara,Morning,one,Business,13.33,41,49177
278554,Vistara,Morning,one,Business,11.67,22,66155
1120,Vistara,Morning,zero,Economy,2.33,8,5955
119878,Vistara,Evening,one,Economy,17.42,2,22869
268578,Air_India,Night,one,Business,12.42,22,60978
39432,Vistara,Night,one,Economy,11.17,28,4979
76007,Air_India,Early_Morning,one,Economy,26.92,40,5625
69807,Indigo,Evening,one,Economy,5.17,47,3980
280142,Air_India,Night,one,Business,19.83,47,38356
139813,Vistara,Early_Morning,two_or_more,Economy,8.83,31,11859
66546,Air_India,Early_Morning,two_or_more,Economy,16.58,29,6661
26934,GO_FIRST,Evening,one,Economy,13.25,39,7072
40873,SpiceJet,Morning,one,Economy,6.17,36,8790
151182,Vistara,Early_Morning,one,Economy,12.75,34,8589
188716,Indigo,Afternoon,one,Economy,7.08,12,7982
254851,Vistara,Night,one,Business,22.42,32,62188
8835,Indigo,Afternoon,zero,Economy,2.25,44,3570
132072,AirAsia,Afternoon,one,Economy,7.08,30,3379
63986,Air_India,Night,one,Economy,11.5,16,5502
271617,Air_India,Early_Morning,one,Business,27.5,30,52063
64027,Air_India,Evening,one,Economy,20.5,16,5817
194110,Vistara,Early_Morning,one,Economy,10.75,6,9284
198169,Air_India,Morning,two_or_more,Economy,30.67,6,13762
71453,Indigo,Evening,one,Economy,5.67,10,11141
5713,Air_India,Morning,one,Economy,11.33,29,6181
47940,Air_India,Morning,one,Economy,9.92,26,6300
183817,Air_India,Evening,one,Economy,26.17,26,3916
173051,AirAsia,Afternoon,one,Economy,6.75,23,2056
237133,Air_India,Evening,one,Business,24.17,39,49725
213709,Vistara,Evening,one,Business,25.08,23,52873
167206,Indigo,Early_Morning,zero,Economy,1.5,19,1933
276555,Vistara,Night,one,Business,19.33,36,55750
281054,Vistara,Night,one,Business,14.25,16,56702
54626,Vistara,Evening,one,Economy,15.08,12,11129
217160,Air_India,Evening,one,Business,17.33,21,47545
272091,Vistara,Afternoon,one,Business,18.33,39,53071
98024,GO_FIRST,Morning,one,Economy,15.25,24,5177
157190,Vistara,Early_Morning,one,Economy,6.5,39,5823
252092,Vistara,Early_Morning,one,Business,14.83,41,54684
248858,Vistara,Evening,one,Business,14.08,4,69244
285974,Vistara,Afternoon,one,Business,6.83,16,51707
276427,Air_India,Night,one,Business,20.0,34,39499
81080,Vistara,Early_Morning,zero,Economy,2.08,29,2900
119182,Vistara,Evening,one,Economy,27.17,44,4672
74728,GO_FIRST,Early_Morning,one,Economy,8.67,32,3916
80113,Vistara,Early_Morning,one,Economy,10.33,22,4348
184241,Indigo,Evening,zero,Economy,2.58,29,2329
124753,Vistara,Morning,one,Economy,13.75,33,6461
170383,Indigo,Early_Morning,one,Economy,7.33,47,1755
64187,SpiceJet,Early_Morning,one,Economy,25.75,17,5289
133482,Air_India,Night,one,Economy,19.33,37,7489
132848,Air_India,Afternoon,one,Economy,28.5,34,5102
155612,Indigo,Early_Morning,one,Economy,9.25,27,6133
93339,Vistara,Early_Morning,one,Economy,13.08,46,4796
286719,Air_India,Morning,one,Business,7.67,31,51595
105430,GO_FIRST,Evening,one,Economy,11.5,21,5177
238660,Vistara,Morning,one,Business,12.5,11,58125
262450,Vistara,Evening,one,Business,14.5,22,53743
198918,AirAsia,Evening,one,Economy,5.0,14,5040
261800,Air_India,Afternoon,zero,Business,2.5,11,28510
59304,Air_India,Afternoon,one,Economy,8.58,37,6502
281586,Vistara,Early_Morning,one,Business,10.17,25,56702
180869,Indigo,Evening,one,Economy,6.67,6,7877
204801,Vistara,Early_Morning,two_or_more,Economy,26.08,28,6015
74834,Air_India,Early_Morning,one,Economy,4.58,33,3098
221018,Vistara,Afternoon,one,Business,5.42,35,51697
280573,Air_India,Night,one,Business,12.92,8,38043
137139,GO_FIRST,Evening,zero,Economy,2.58,14,6488
52377,Vistara,Morning,one,Economy,11.25,47,6122
49231,Air_India,Morning,one,Economy,9.42,32,6878
233185,Air_India,Evening,one,Business,18.5,38,54608
63268,Vistara,Morning,one,Economy,12.33,12,9879
4769,Air_India,Morning,one,Economy,22.25,25,4170
122750,GO_FIRST,Evening,one,Economy,9.58,21,13386
271540,Vistara,Evening,one,Business,14.25,29,49207
195277,Vistara,Night,one,Economy,12.33,21,4755
11373,Indigo,Afternoon,one,Economy,5.58,9,10558
25526,Indigo,Evening,zero,Economy,2.33,32,3999
136795,Air_India,Night,one,Economy,15.75,11,13524
128346,Indigo,Morning,one,Economy,11.33,8,7959
163954,GO_FIRST,Early_Morning,one,Economy,6.58,38,9563
280155,Air_India,Morning,one,Business,12.42,47,45883
83746,Vistara,Morning,one,Economy,11.5,47,4348
136805,Vistara,Evening,one,Economy,15.25,11,15309
221789,Air_India,Night,one,Business,25.0,48,47408
279516,Air_India,Early_Morning,one,Business,14.08,37,51058
146625,Air_India,Morning,one,Economy,10.0,37,6578
254533,Vistara,Night,one,Business,12.0,28,51817
134435,GO_FIRST,Early_Morning,zero,Economy,2.83,43,4499
119695,Indigo,Night,zero,Economy,2.5,1,7434
19136,Vistara,Afternoon,one,Economy,4.92,45,4496
239521,Air_India,Early_Morning,one,Business,11.33,23,45693
29962,Indigo,Early_Morning,zero,Economy,2.25,12,5955
126112,Vistara,Morning,one,Economy,13.75,41,6461
75461,Air_India,Morning,one,Economy,9.5,37,3654
12567,Vistara,Evening,zero,Economy,2.75,15,4501
164972,Vistara,Morning,one,Economy,12.75,45,4416
214410,Vistara,Morning,one,Business,12.08,31,57017
249407,Vistara,Morning,one,Business,7.92,10,84028
140611,Indigo,Afternoon,one,Economy,7.0,37,4302
253485,Vistara,Evening,one,Business,13.92,12,60508
177442,Air_India,Early_Morning,one,Economy,17.08,16,6826
105453,Air_India,Early_Morning,one,Economy,29.42,21,5536
240469,Vistara,Early_Morning,zero,Business,1.5,36,17604
8512,Air_India,Morning,one,Economy,26.5,42,6933
157019,Indigo,Early_Morning,one,Economy,7.83,38,5031
89153,AirAsia,Night,one,Economy,10.75,27,2723
256881,Vistara,Evening,one,Business,24.25,16,64025
46554,Air_India,Early_Morning,one,Economy,7.67,20,4158
203693,Vistara,Night,one,Economy,25.83,14,11247
146922,Indigo,Morning,one,Economy,7.25,40,3401
285460,Vistara,Morning,one,Business,12.42,4,51707
97275,Indigo,Morning,one,Economy,6.83,20,5178
40863,Air_India,Morning,two_or_more,Economy,20.33,36,7514
287510,Vistara,Afternoon,one,Business,20.5,47,51707
106144,AirAsia,Early_Morning,one,Economy,13.33,26,3393
166536,Vistara,Night,one,Economy,23.83,12,11319
46503,Indigo,Evening,one,Economy,5.08,20,2339
270124,Vistara,Evening,one,Business,16.08,47,60978
185353,Air_India,Morning,one,Economy,5.67,35,7291
69057,AirAsia,Early_Morning,one,Economy,15.83,43,2836
92708,Vistara,Early_Morning,one,Economy,13.08,43,4796
1271,Air_India,Night,one,Economy,23.83,8,16035
194707,GO_FIRST,Afternoon,one,Economy,10.83,14,10469
202208,Air_India,Early_Morning,one,Economy,26.83,45,4784
261291,Air_India,Morning,zero,Business,2.5,2,29630
135149,Air_India,Early_Morning,one,Economy,5.92,47,5102
268662,Vistara,Morning,one,Business,21.42,24,52287
158146,Vistara,Evening,one,Economy,25.83,46,5823
277637,Vistara,Night,one,Business,18.42,8,58315
220499,Air_India,Night,one,Business,25.0,26,47408
73102,Indigo,Evening,one,Economy,5.67,21,5361
13830,AirAsia,Afternoon,two_or_more,Economy,8.0,21,3569
96606,Indigo,Afternoon,one,Economy,5.0,16,18461
139715,Indigo,Morning,one,Economy,10.25,31,4944
257658,Vistara,Morning,one,Business,11.42,29,37985
11113,GO_FIRST,Early_Morning,zero,Economy,2.58,8,7424
24227,Air_India,Evening,one,Economy,24.25,24,8311
224276,Vistara,Morning,one,Business,8.25,39,52392
137338,Vistara,Morning,one,Economy,21.42,15,9655
157148,Air_India,Early_Morning,one,Economy,13.33,39,3729
75907,Indigo,Evening,one,Economy,5.67,40,3574
125285,GO_FIRST,Early_Morning,one,Economy,13.67,36,6324
266875,Vistara,Morning,one,Business,10.0,42,81284
252288,Air_India,Early_Morning,one,Business,15.42,43,54684
62533,SpiceJet,Morning,one,Economy,22.83,8,7728
36325,SpiceJet,Evening,one,Economy,26.42,10,7740
112130,Vistara,Early_Morning,zero,Economy,1.17,23,1714
107600,Vistara,Early_Morning,one,Economy,12.58,35,8112
194186,Vistara,Morning,one,Economy,22.08,7,9105
209136,Vistara,Evening,one,Business,5.83,24,53164
85036,AirAsia,Morning,zero,Economy,2.75,7,7699
46242,Air_India,Evening,one,Economy,21.67,18,15131
179521,Vistara,Morning,one,Economy,9.58,38,7617
205780,Air_India,Night,one,Economy,15.58,39,3979
67111,SpiceJet,Afternoon,one,Economy,6.58,32,5763
151296,Air_India,Evening,one,Economy,13.0,36,3644
22572,Indigo,Evening,zero,Economy,2.25,16,3999
86032,AirAsia,Evening,one,Economy,7.08,12,9799
35516,Vistara,Evening,zero,Economy,2.83,3,7425
44568,GO_FIRST,Morning,one,Economy,11.33,10,25579
265153,Vistara,Night,one,Business,11.5,18,70543
139961,Vistara,Night,one,Economy,20.58,32,8111
143700,Vistara,Night,one,Economy,13.25,13,10425
4802,Air_India,Evening,one,Economy,22.75,25,5026
231080,Vistara,Morning,one,Business,10.0,14,66928
120403,Air_India,Night,one,Economy,21.33,7,13524
6386,Vistara,Evening,one,Economy,20.08,32,8805
219304,Vistara,Afternoon,one,Business,5.42,5,51697
71654,GO_FIRST,Afternoon,one,Economy,7.08,12,4262
124950,Air_India,Afternoon,one,Economy,26.58,34,6690
27445,GO_FIRST,Evening,one,Economy,16.0,42,5418
163193,Indigo,Early_Morning,zero,Economy,1.5,34,3096
54674,GO_FIRST,Evening,zero,Economy,1.67,13,5102
201464,Vistara,Night,one,Economy,23.42,38,10739
27180,SpiceJet,Early_Morning,zero,Economy,2.08,41,4000
187633,Air_India,Evening,one,Economy,16.08,2,21948
148188,Vistara,Early_Morning,one,Economy,9.17,3,19929
230369,Vistara,Early_Morning,one,Business,10.5,6,62448
60842,Indigo,Early_Morning,zero,Economy,1.83,46,2124
206692,Vistara,Evening,one,Business,14.67,1,74640
48346,GO_FIRST,Evening,one,Economy,6.83,28,5942
140998,Vistara,Evening,one,Economy,22.25,39,8111
111519,Indigo,Evening,one,Economy,4.08,18,3656
102134,Air_India,Early_Morning,one,Economy,8.92,46,4946
80017,Air_India,Evening,one,Economy,17.67,21,4732
59784,Air_India,Evening,one,Economy,24.75,40,3951
108009,Air_India,Night,one,Economy,17.5,38,7004
161129,Air_India,Evening,two_or_more,Economy,18.67,20,7496
283490,Vistara,Morning,one,Business,25.17,13,48851
28200,Vistara,Evening,one,Economy,21.08,46,6578
6521,Vistara,Evening,one,Economy,18.58,33,5040
27756,Indigo,Early_Morning,one,Economy,5.58,44,3754
296310,Vistara,Night,one,Business,22.5,10,86144
52109,Air_India,Morning,one,Economy,23.92,46,3843
68735,Air_India,Night,one,Economy,21.67,41,4556
54458,Vistara,Early_Morning,two_or_more,Economy,28.83,11,14657
209574,Air_India,Morning,one,Business,15.75,28,41113
257068,Vistara,Evening,one,Business,15.83,19,63163
68701,Indigo,Afternoon,one,Economy,6.33,41,3980
169404,Vistara,Evening,one,Economy,15.0,38,6776
229165,Air_India,Evening,one,Business,20.58,42,29764
126468,SpiceJet,Early_Morning,one,Economy,12.33,43,6294
72900,GO_FIRST,Night,one,Economy,12.25,20,3916
217551,Vistara,Early_Morning,two_or_more,Business,14.0,26,84222
286330,Vistara,Night,one,Business,14.25,24,41314
102729,Air_India,Morning,one,Economy,7.83,49,6578
128659,Air_India,Early_Morning,two_or_more,Economy,14.42,10,11785
40936,Air_India,Afternoon,one,Economy,20.42,37,3988
135560,Vistara,Evening,one,Economy,21.75,49,6311
91509,AirAsia,Early_Morning,one,Economy,6.33,38,3467
159108,Indigo,Morning,zero,Economy,1.58,7,4453
17140,Vistara,Night,one,Economy,11.17,36,4272
275687,Vistara,Afternoon,one,Business,19.17,20,39555
2633,Vistara,Afternoon,one,Economy,5.0,15,6013
237926,Air_India,Early_Morning,one,Business,26.33,49,36980
123992,GO_FIRST,Early_Morning,zero,Economy,2.5,29,3999
147048,Indigo,Afternoon,one,Economy,8.75,41,3401
225695,Vistara,Evening,one,Business,24.42,9,36565
232481,Air_India,Evening,one,Business,17.5,30,54608
283501,Vistara,Morning,one,Business,23.25,13,51819
246589,Air_India,Evening,one,Business,15.08,24,42521
199729,Indigo,Morning,one,Economy,8.5,21,5042
234004,Vistara,Evening,one,Business,15.08,47,77120
290821,Air_India,Early_Morning,zero,Business,1.75,10,23424
184760,Indigo,Morning,zero,Economy,2.42,32,3275
150156,Vistara,Early_Morning,one,Economy,12.75,24,9024
256973,Vistara,Early_Morning,one,Business,9.0,18,56588
296794,Vistara,Night,one,Business,12.5,21,55377
273471,Vistara,Morning,one,Business,23.67,21,55983
109540,Indigo,Night,one,Economy,6.33,49,3393
172375,Indigo,Morning,one,Economy,7.25,17,5293
28602,AirAsia,Early_Morning,one,Economy,5.67,49,2480
29484,AirAsia,Evening,one,Economy,13.92,8,8733
168009,Indigo,Afternoon,one,Economy,4.0,26,3072
283423,Air_India,Evening,one,Business,22.25,11,51707
252892,Air_India,Night,one,Business,15.5,3,61628
158795,Vistara,Night,one,Economy,19.92,4,10069
216911,Vistara,Afternoon,one,Business,25.33,17,65529
112999,Air_India,Morning,one,Economy,31.5,29,6843
226050,Vistara,Afternoon,one,Business,5.58,12,53152
132106,Air_India,Night,one,Economy,13.67,30,5102
25256,GO_FIRST,Early_Morning,one,Economy,11.92,30,7790
17684,Indigo,Early_Morning,zero,Economy,2.67,38,4958
53339,GO_FIRST,Morning,one,Economy,3.67,5,5102
183736,Air_India,Afternoon,one,Economy,33.0,25,7043
84543,Vistara,Evening,one,Economy,18.58,4,10849
276414,Air_India,Early_Morning,zero,Business,2.5,34,24122
22755,Air_India,Evening,one,Economy,17.83,17,3971
276817,Vistara,Morning,one,Business,13.42,41,54115
274478,Air_India,Night,one,Business,12.42,43,55983
288803,Vistara,Morning,zero,Business,2.75,23,27792
72348,Air_India,Early_Morning,one,Economy,4.58,16,6353
268067,Vistara,Night,one,Business,20.58,14,60978
275837,Vistara,Morning,one,Business,6.0,23,39555
76152,Air_India,Morning,two_or_more,Economy,32.17,41,5670
35195,Vistara,Evening,one,Economy,17.33,48,6172
9134,Air_India,Afternoon,one,Economy,19.08,45,6181
21273,Vistara,Night,one,Economy,11.83,8,15300
114885,Vistara,Early_Morning,one,Economy,11.92,44,6262
113331,Vistara,Morning,one,Economy,26.75,32,5322
283510,Air_India,Early_Morning,one,Business,15.83,13,51707
142255,AirAsia,Evening,one,Economy,15.33,48,3862
30113,GO_FIRST,Evening,one,Economy,13.83,13,5954
11200,Indigo,Early_Morning,one,Economy,9.08,8,10050
34433,Air_India,Afternoon,one,Economy,6.75,43,5530
89172,Vistara,Evening,one,Economy,13.08,27,3811
215609,Vistara,Evening,zero,Business,2.83,46,32859
3283,GO_FIRST,Early_Morning,one,Economy,8.0,18,5584
144526,Air_India,Afternoon,one,Economy,29.83,20,5144
237927,Air_India,Early_Morning,one,Business,8.58,49,43165
8726,Air_India,Morning,one,Economy,11.5,43,6690
160200,Vistara,Morning,one,Economy,10.58,14,13588
102253,AirAsia,Late_Night,one,Economy,6.08,47,2203
273072,Air_India,Early_Morning,one,Business,16.58,12,55983
285473,Air_India,Evening,one,Business,16.67,4,51595
295171,Vistara,Early_Morning,one,Business,15.75,35,60260
14919,AirAsia,Early_Morning,one,Economy,11.5,26,3090
73376,Vistara,Evening,one,Economy,5.33,23,4656
134926,Indigo,Afternoon,one,Economy,5.33,45,13585
284131,Vistara,Afternoon,one,Business,27.92,26,48851
196508,Vistara,Morning,one,Economy,13.08,35,4656
288524,Air_India,Afternoon,one,Business,5.5,18,45185
284935,Vistara,Night,one,Business,13.0,41,51819
